task,input,output,possible_outputs
translation_en-de,prostitute,Prostituierte,"['prostituieren', 'sich prostituieren', 'Hure', 'Prostituierte', 'Dirne']"
translation_en-de,foliage,Blätter,"['Laub', 'Blätter']"
translation_en-de,perfection,Vollkommenheit,"['Vollkommenheit', 'Perfektion']"
translation_en-de,quartet,Quartett,['Quartett']
translation_en-de,sailor,Matrose,"['Seemann', 'Matrose']"
translation_en-de,shootout,Schießerei,"['Schusswechsel', 'Schießerei']"
translation_en-de,jewellery,Schmuck,"['Juwelen', 'Schmuck']"
translation_en-de,objection,Beanstandung,"['Einspruch', 'Beanstandung', 'Widerspruch', 'Einwand']"
translation_en-de,casualty,Opfer,['Opfer']
antonyms,fortunate,unfortunate,
antonyms,express,local,
antonyms,real,nominal,
antonyms,urban,rural,
antonyms,natural,flat,
antonyms,strength,weakness,
antonyms,unmask,mask,
antonyms,legitimate,illegitimate,
antonyms,sanity,insanity,
antonyms,plucked,bowed,
antonyms,provocative,unprovocative,
antonyms,imperishable,perishable,
antonyms,illegible,legible,
antonyms,logical,illogical,
antonyms,inclined,vertical,
antonyms,uncompromising,compromising,
antonyms,synergistic,antagonistic,
antonyms,dishonest,honest,
antonyms,noncommissioned,commissioned,
antonyms,clergy,laity,
antonyms,nonspeaking,speaking,
antonyms,unworthy,worthy,
antonyms,divergence,convergence,
antonyms,unnaturally,naturally,
antonyms,affirm,negate,
antonyms,unmitigated,mitigated,
antonyms,import,export,
antonyms,indecisive,decisive,
antonyms,atypical,typical,
antonyms,nominative,oblique,
antonyms,unmodified,modified,
antonyms,approve,disapprove,
antonyms,stay,change,
antonyms,perceptibly,imperceptibly,
antonyms,successful,unsuccessful,
antonyms,assisted,unassisted,
antonyms,enabling,disabling,
antonyms,infectious,noninfectious,
antonyms,reasonable,unreasonable,
antonyms,irreverence,reverence,
antonyms,empirical,theoretical,
antonyms,immodest,modest,
antonyms,impatience,patience,
antonyms,unattached,attached,
antonyms,incommensurate,commensurate,
antonyms,female,male,
antonyms,falsity,truth,
antonyms,dissimilar,similar,
antonyms,disincentive,incentive,
antonyms,curable,incurable,
antonyms,hawk,dove,
antonyms,guided,unguided,
antonyms,animate,inanimate,
antonyms,unchristian,christian,
antonyms,elitist,egalitarian,
antonyms,credulous,incredulous,
antonyms,misconception,conception,
antonyms,uncongenial,congenial,
antonyms,glad,sad,
antonyms,suspected,unsuspected,
antonyms,narrow,wide,
antonyms,acceleration,deceleration,
antonyms,flexion,extension,
antonyms,benign,malignant,
antonyms,attach,detach,
antonyms,unlock,lock,
antonyms,concerned,unconcerned,
antonyms,highland,lowland,
antonyms,enclosed,unenclosed,
antonyms,disobedient,obedient,
antonyms,invalidate,validate,
antonyms,nondeductible,deductible,
antonyms,married,unmarried,
antonyms,displease,please,
antonyms,elation,depression,
antonyms,noncompliance,compliance,
antonyms,descendant,ancestor,
antonyms,anode,cathode,
antonyms,immature,mature,
antonyms,recede,advance,
antonyms,unburden,burden,
antonyms,wellness,illness,
antonyms,alternate,opposite,
antonyms,unextended,extended,
antonyms,fairness,unfairness,
antonyms,surprised,unsurprised,
antonyms,inconsistency,consistency,
antonyms,dorsal,ventral,
antonyms,deciduous,evergreen,
antonyms,enter,exit,
antonyms,ignoble,noble,
antonyms,fauna,flora,
antonyms,above,below,
antonyms,agreement,disagreement,
antonyms,uninspiring,inspiring,
antonyms,privileged,underprivileged,
antonyms,unveiled,veiled,
antonyms,tail,head,
antonyms,improperly,properly,
antonyms,darkness,lightness,
word_in_context,Sentence 1: Hyenas scavenge. Sentence 2: She scavenged the garbage cans for food. Word: scavenge,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: There are three synagogues in the Jewish section. Sentence 2: Sections from the left ventricle showed diseased tissue. Word: section,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: She ordered some wine for the meal. Sentence 2: Wine is stronger than beer. Word: wine,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: A thing of the spirit. Sentence 2: Things of the heart. Word: thing,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He tripled to the rightfield corner. Sentence 2: The southeastern corner of the Mediterranean. Word: corner,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Belabor the obvious. Sentence 2: She was belabored by her fellow students. Word: belabor,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Be careful crossing the street. Sentence 2: The whole street protested the absence of lights. Word: street,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Youth everywhere rises in revolt. Sentence 2: Her youth and beauty is what attracted him to her. Word: youth,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Engrave a letter. Sentence 2: Engrave a pen. Word: engrave,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: To command an army or a ship. Sentence 2: Command the military forces. Word: command,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The invaders spread their language all over the country. Sentence 2: A big oil spot spread across the water. Word: spread,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Tap a keg of beer. Sentence 2: Tap a maple tree for its syrup. Word: tap,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Flood the market with tennis shoes. Sentence 2: The swollen river flooded the village. Word: flood,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: English is a cognate of Greek, German, Russian and Persian. Sentence 2: English and, Russian, Icelandic and Irish are all cognates. Word: cognate",same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His success in the marathon was unexpected. Sentence 2: The election was a remarkable success for the Whigs. Word: success,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The relief pitcher got credit for a save. Sentence 2: The goalie made a brilliant save. Word: save,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The stick does not bend. Sentence 2: Bend your knees. Word: bend,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Heel a golf ball. Sentence 2: Heel that dance. Word: heel,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The whole body filed out of the auditorium. Sentence 2: The student body. Word: body,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Indent the documents. Sentence 2: Indent the paragraphs of a letter. Word: indent,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: Direct your anger towards others, not towards yourself. Sentence 2: He directed all his energies into his dissertation. Word: direct",not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: She wanted to aim a pun. Sentence 2: He aimed his fists towards his opponent's face. Word: aim,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The aptness of men to follow example. Sentence 2: The aptness of iron to rust. Word: aptness,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The embodiment of hope. Sentence 2: A circle was the embodiment of his concept of life. Word: embodiment,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: In the middle of the marathon, David collapsed from fatigue. Sentence 2: Rain during the middle of April. Word: middle",not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: They gave full play to the artist's talent. Sentence 2: It was all done in play. Word: play,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Rise to the occasion. Sentence 2: Her spirits rose when she heard the good news. Word: rise,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I am trying to contact my sister. Sentence 2: He never contacted his children after he emigrated to Australia. Word: contact,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: There was an art exhibition on in the town hall. Sentence 2: A boat exhibition. Word: exhibition,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I need him to be nice. Sentence 2: I needed him to go. Word: need,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: An assurance of help when needed. Sentence 2: His assurance in his superiority did not make him popular. Word: assurance,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Fold up the newspaper. Sentence 2: Tony folded the flaps open. Word: fold,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The engineer marvelled at his construction. Sentence 2: Construction is underway on the new bridge. Word: construction,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Dip the brush into the paint. Sentence 2: She dipped her knee. Word: dip,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The government must do its part. Sentence 2: Religions in all parts of the world. Word: part,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: This shall not relieve either Party of any obligations. Sentence 2: The thief relieved me of $100. Word: relieve,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A string of islands. Sentence 2: The strings played superlatively well. Word: string,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: To moderate a synod. Sentence 2: John moderated the discussion. Word: moderate,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Strike an arc. Sentence 2: The clock struck midnight. Word: strike,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I promise you my best effort. Sentence 2: I promised somebody my time. Word: promise,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: All that bowing and scraping did not impress him. Sentence 2: They collected blood scrapings for analysis. Word: scraping,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: It was the deliberation of his act that was insulting. Sentence 2: The deliberations of the jury. Word: deliberation,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: He published an unexpected attack on my work. Sentence 2: An attack of diarrhea. Word: attack,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Collapse the music stand. Sentence 2: The school system is collapsing. Word: collapse,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: An invasion of locusts. Sentence 2: An invasion of tourists. Word: invasion,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Printing at higher resolution will cause a reduction in performance. Sentence 2: They never did achieve a final resolution of their differences. Word: resolution,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: Don't handle the merchandise. Sentence 2: About his altar, handling holy things -- John Milton. Word: handle",same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The operator couldn't get Kobe because of the earthquake. Sentence 2: I'll get this finished by lunchtime. Word: get,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Circulate a rumor. Sentence 2: This letter is being circulated among the faculty. Word: circulate,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Inject heroin. Sentence 2: He injected new life into the performance. Word: inject,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Catalytic activity. Sentence 2: They avoided all recreational activity. Word: activity,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Juvenile offenses often reflect an inadequacy in the parents. Sentence 2: The inadequacy of unemployment benefits. Word: inadequacy,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Load a car. Sentence 2: Load the truck with hay. Word: load,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I love French food. Sentence 2: I loved to write. Word: love,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He used terror to make them confess. Sentence 2: He was the terror of the neighborhood. Word: terror,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Bell cows. Sentence 2: Who will bell the cat? Word: bell,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Students receive instruction in the arts and sciences. Sentence 2: Instruction will be provided on how to handle difficult customers. Word: instruction,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The files will erase quickly. Sentence 2: The chalkboard erased easily. Word: erase,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He beat his breast in anger. Sentence 2: The robin has a red breast. Word: breast,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He got a bang on the head. Sentence 2: They got a great bang out of it. Word: bang,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The plane's operation in high winds. Sentence 2: The power of its engine determines its operation. Word: operation,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His work established a new department of literature. Sentence 2: Baking is not my department. Word: department,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The child's acquisition of language. Sentence 2: That graphite tennis racquet is quite an acquisition. Word: acquisition,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A branch of Congress. Sentence 2: We have branches in all major suburbs. Word: branch,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The publisher wants to distribute the book in Asia. Sentence 2: The function distributes the values evenly. Word: distribute,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Make a break for it. Sentence 2: He finally got his big break. Word: break,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: She can not conceive. Sentence 2: Assisted procreation can help those trying to conceive. Word: conceive,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Pioneers had to cross the continent on foot. Sentence 2: There are seven continents. Word: continent,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The woman charged that her jailer was a fondler. Sentence 2: Not all fondlers are sexual perverts. Word: fondler,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Injustice is a heinous wrong. Sentence 2: He feels that you are in the wrong. Word: wrong,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Lie down on the bed until you feel better. Sentence 2: She lied when she told me she was only 29. Word: lie,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A look of triumph. Sentence 2: His look was fixed on her eyes. Word: look,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A profession of disagreement. Sentence 2: My father was a barrister by profession. Word: profession,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: There's too much shadiness to take good photographs. Sentence 2: The shadiness of their transactions. Word: shadiness,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The breeze rustled the papers on her desk. Sentence 2: The breeze was cooled by the lake. Word: breeze,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He made a great maneuver. Sentence 2: Parallel parking can be a difficult maneuver. Word: maneuver,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: State your name. Sentence 2: State your opinion. Word: state,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Glaze the bread with eggwhite. Sentence 2: The potter glazed the dishes. Word: glaze,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The last bastion of communism. Sentence 2: A bastion against corruption. Word: bastion,same,"['same', 'yes', 'true']"
word_in_context,"Sentence 1: Force socialization rarely creates strong friendships, but there are exceptions. Sentence 2: There was too much socialization with the enlisted men. Word: socialization",same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The locks pound the water of the canal. Sentence 2: Pound the roots with a heavy flat stone. Word: pound,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Grind lenses for glasses and cameras. Sentence 2: Grind an axe. Word: grind,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: For recreation he wrote poetry and solved crossword puzzles. Sentence 2: Drug abuse is often regarded as a form of recreation. Word: recreation,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He's my best mate. Sentence 2: I'm going to the pub with a few mates. Word: mate,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The assembly plant is an enormous facility. Sentence 2: Educational facilities. Word: facility,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The book tells the story of two roommates. Sentence 2: Disney's stories entertain adults as well as children. Word: story,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His claim to the property has come under question. Sentence 2: He obeyed without question. Word: question,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Students making aliyah. Sentence 2: He was called on for an aliyah. Word: aliyah,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: These shoes cost $100. Sentence 2: The bill will cost them 500 million dollars. Word: cost,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Let's eliminate the course on Akkadian hieroglyphics. Sentence 2: This possibility can be eliminated from our consideration. Word: eliminate,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Post a warning at the dump. Sentence 2: The newspaper posted him in Timbuktu. Word: post,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Pinnacle a pediment. Sentence 2: He did not want to be pinnacled. Word: pinnacle,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Choke a carburetor. Sentence 2: This neckband is choking the cat. Word: choke,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Threw down the gauntlet. Sentence 2: Took up the gauntlet. Word: gauntlet,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: They had to consult before arriving at a decision. Sentence 2: Consult your local broker. Word: consult,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He put the cup back in the saucer. Sentence 2: The handle of the cup was missing. Word: cup,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His treatment of the race question is badly biased. Sentence 2: His treatment of space borrows from Italian architecture. Word: treatment,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Please bracket this remark. Sentence 2: Bracket bookshelves. Word: bracket,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Violate the sanctity of the church. Sentence 2: This sentence violates the rules of syntax. Word: violate,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I appreciate your efforts. Sentence 2: The yen appreciated again! Word: appreciate,not the same,"['not the same', 'no', 'false']"
orthography_starts_with,Mary thinks that she is smart. [t],thinks that,
orthography_starts_with,"They love to play golf, but I do not. [b]",but,
orthography_starts_with,Muriel said nothing else than that she had been insulted. [s],said she,
orthography_starts_with,The mechanical doll wriggled itself loose. [t],the,
orthography_starts_with,Fred talked about everything before Rusty did talk about something. [d],did,
orthography_starts_with,Who did you get an accurate description of? [g],get,
orthography_starts_with,Who did you think kissed the gorilla? [k],kissed,
orthography_starts_with,"Every senator seems to become more corrupt, as he talks to more lobbyists. [b]",become,
orthography_starts_with,They realised that never had Sir Thomas been so offended. [r],realised,
orthography_starts_with,The book is boring. [b],book boring,
orthography_starts_with,I remembered having kissed Mary. [i],i,
orthography_starts_with,We elected me. [m],me,
orthography_starts_with,John asked. [a],asked,
orthography_starts_with,John ate his noodle quietly. [h],his,
orthography_starts_with,We investigated the area for bombs. [t],the,
orthography_starts_with,"The higher the stakes, the lower his expectations are. [a]",are,
orthography_starts_with,"The more pictures of him that appear in the news, the more embarrassed John becomes. [e]",embarrassed,
orthography_starts_with,John promise Mary to shave himself. [h],himself,
orthography_starts_with,"The angrier Mary got, the more she looked at pictures. [m]",mary more,
orthography_starts_with,John bought a book on the table. [t],the table,
orthography_starts_with,Tom said he would and Bill actually did eat a raw eggplant. [e],eat eggplant,
orthography_starts_with,"Any tiger has orange fur, marked with black stripes. [m]",marked,
orthography_starts_with,I met the man who grows peaches. [m],met man,
orthography_starts_with,Which pictures of himself does John like? [w],which,
orthography_starts_with,Who do you think Tom saw? [y],you,
orthography_starts_with,I talked to Winston about himself. [t],talked to,
orthography_starts_with,Fred talked about everything before Rusty did talk about something. [e],everything,
orthography_starts_with,Everybody around here who ever buys anything on credit talks in his sleep. [t],talks,
orthography_starts_with,I am both expecting to get the job and of the opinion that it is a desirable one. [a],am and a,
orthography_starts_with,Muriel said nothing else than that she had been insulted. [e],else,
orthography_starts_with,We linguists love to argue [w],we,
orthography_starts_with,"The angrier Mary got, the more she looked at pictures. [a]",angrier at,
orthography_starts_with,It annoys me that Fido barks. [b],barks,
orthography_starts_with,Which topic did you choose without getting his approval? [c],choose,
orthography_starts_with,Jessica loaded boxes on the wagon. [l],loaded,
orthography_starts_with,The tub leaked water. [t],the tub,
orthography_starts_with,She asked was Alison coming to the party. [c],coming,
orthography_starts_with,It was a brand new car that he bought. [n],new,
orthography_starts_with,he had spent five thousand dollars. [t],thousand,
orthography_starts_with,John owns the book. [b],book,
orthography_starts_with,I want her to dance. [h],her,
orthography_starts_with,Fanny regretted having to talk to Aunt Norris. [r],regretted,
orthography_starts_with,Rusty talked about himself only after Mary did talk about him. [r],rusty,
orthography_starts_with,Each candidate who has interest in semantics will be admitted to the department. [s],semantics,
orthography_starts_with,John is likely to leave. [l],likely leave,
orthography_starts_with,John has not kissed Mary. [h],has,
orthography_starts_with,Carmen obtained the spare part at the hardware store. [a],at,
orthography_starts_with,"Extremely frantically, Anson danced at Trade [a]",anson at,
orthography_starts_with,The man I saw get into the cab robbed the bank. [i],i into,
orthography_starts_with,Water bubbled up out of the kettle. [u],up,
orthography_starts_with,We celebrated in the streets in the rain on Tuesday in the morning. [s],streets,
orthography_starts_with,Books were taken from each student by the other. [b],books by,
orthography_starts_with,John said Joan saw someone from her graduating class. [s],said saw someone,
orthography_starts_with,John was believed by Mary to be telling the truth. [t],to telling the truth,
orthography_starts_with,It annoys people that dogs bark. [a],annoys,
orthography_starts_with,"Everybody gets on well with a certain relative, but often only his therapist knows which one. [t]",therapist,
orthography_starts_with,I would hate for John to leave. [f],for,
orthography_starts_with,John told Mary that it was important to Fred to leave early. [j],john,
orthography_starts_with,The book was written. [w],was written,
orthography_starts_with,It was believed by the students that they would have an exam. [w],was would,
orthography_starts_with,John considers Bill silly. [j],john,
orthography_starts_with,Some people yell at noisy dogs in my neighborhood. [n],noisy neighborhood,
orthography_starts_with,A letter was received that Jones would be upset by. [t],that,
orthography_starts_with,"Most columnists claim that a senior White House official has been briefing them, and the newspaper today reveals which one. [t]",that them the today,
orthography_starts_with,"Everybody gets on well with a certain relative, but often only his therapist knows which one. [b]",but,
orthography_starts_with,"Most columnists claim that a senior White House official has been briefing them, and the newspaper today reveals which one. [o]",official one,
orthography_starts_with,That surprised me. [s],surprised,
orthography_starts_with,John tried to leave. [t],tried to,
orthography_starts_with,John is sad. [j],john,
orthography_starts_with,There was some particular dog who saved every family. [w],was who,
orthography_starts_with,Tabs are kept on suspected drug dealers by the FBI. [o],on,
orthography_starts_with,They want them arrested. [w],want,
orthography_starts_with,"Bob tried to wash himself, and Mary to read the funnies. [r]",read,
orthography_starts_with,John was believed by Mary to be telling the truth. [w],was,
orthography_starts_with,Who always drinks milk? [m],milk,
orthography_starts_with,It is a problem that he is here. [a],a,
orthography_starts_with,Books were taken from no student and given to Mary. [m],mary,
orthography_starts_with,"Most columnists claim that a senior White House official has been briefing them, and the newspaper today reveals which one. [h]",house has,
orthography_starts_with,I met the person who left. [p],person,
orthography_starts_with,Susan told her a story. [h],her,
orthography_starts_with,All who lost money in the scam are eligible for the program. [e],eligible,
orthography_starts_with,It was believed by everybody that Mary was a thief. [e],everybody,
orthography_starts_with,I am counting on Bill to get there on time. [c],counting,
orthography_starts_with,Lou put the umbrella in the closet. [p],put,
orthography_starts_with,We preferred them on our team. [p],preferred,
orthography_starts_with,That professor is feared by all students. [p],professor,
orthography_starts_with,Cohen proved that the continuum hypothesis was independent. [p],proved,
orthography_starts_with,I would prefer for John to leave. [f],for,
orthography_starts_with,John was believed by Mary to be telling the truth. [b],believed by be,
orthography_starts_with,The students drove cars. [d],drove,
orthography_starts_with,It mattered that the Giants had lost. [m],mattered,
orthography_starts_with,"He announced he would marry the woman he loved most, but none of his relatives could figure out who. [w]",would woman who,
orthography_starts_with,She voted for herself. [s],she,
orthography_starts_with,There is a monster in Loch Ness. [m],monster,
orthography_starts_with,The administration has issued a statement that it is willing to meet a student group. [w],willing,
orthography_starts_with,John promised Bill to leave. [b],bill,
orthography_starts_with,She can run an accelerator. [a],an accelerator,
orthography_starts_with,There was some particular dog who saved every family. [d],dog,
orthography_starts_with,Some people yell at noisy dogs in my neighborhood. [p],people,
orthography_starts_with,We like ourselves. [o],ourselves,
sum,0 47,47,
sum,0 61,61,
sum,1 20,21,
sum,1 30,31,
sum,1 43,44,
sum,1 59,60,
sum,2 25,27,
sum,2 55,57,
sum,2 89,91,
sum,3 30,33,
sum,3 35,38,
sum,3 42,45,
sum,3 77,80,
sum,3 82,85,
sum,4 53,57,
sum,5 31,36,
sum,5 43,48,
sum,5 76,81,
sum,5 93,98,
sum,6 38,44,
sum,6 45,51,
sum,7 15,22,
sum,7 56,63,
sum,7 70,77,
sum,7 75,82,
sum,8 42,50,
sum,9 53,62,
sum,9 82,91,
sum,10 12,22,
sum,10 69,79,
sum,12 34,46,
sum,12 55,67,
sum,12 59,71,
sum,12 94,106,
sum,13 57,70,
sum,14 48,62,
sum,14 73,87,
sum,14 97,111,
sum,15 72,87,
sum,16 35,51,
sum,16 56,72,
sum,17 91,108,
sum,19 52,71,
sum,21 70,91,
sum,22 94,116,
sum,22 99,121,
sum,24 82,106,
sum,25 33,58,
sum,25 50,75,
sum,25 78,103,
sum,25 92,117,
sum,28 28,56,
sum,28 65,93,
sum,28 83,111,
sum,29 36,65,
sum,32 60,92,
sum,33 60,93,
sum,33 96,129,
sum,33 97,130,
sum,34 58,92,
sum,35 35,70,
sum,35 40,75,
sum,37 94,131,
sum,39 43,82,
sum,43 55,98,
sum,43 56,99,
sum,46 68,114,
sum,46 82,128,
sum,46 91,137,
sum,48 90,138,
sum,48 96,144,
sum,50 72,122,
sum,50 80,130,
sum,50 91,141,
sum,51 60,111,
sum,51 83,134,
sum,51 99,150,
sum,52 76,128,
sum,53 71,124,
sum,53 97,150,
sum,54 72,126,
sum,56 58,114,
sum,56 63,119,
sum,57 74,131,
sum,58 73,131,
sum,59 89,148,
sum,60 83,143,
sum,62 92,154,
sum,62 96,158,
sum,65 77,142,
sum,69 73,142,
sum,69 80,149,
sum,70 97,167,
sum,75 93,168,
sum,76 95,171,
sum,77 77,154,
sum,78 94,172,
sum,81 94,175,
sum,84 97,181,
sum,97 97,194,
singular_to_plural,end,ends,
singular_to_plural,life,lives,
singular_to_plural,world,worlds,
singular_to_plural,match,matches,
singular_to_plural,career,careers,
singular_to_plural,player,players,
singular_to_plural,development,developments,
singular_to_plural,style,styles,
singular_to_plural,body,bodies,
singular_to_plural,process,processes,
singular_to_plural,base,bases,
singular_to_plural,star,stars,
singular_to_plural,issue,issues,
singular_to_plural,king,kings,
singular_to_plural,pressure,pressures,
singular_to_plural,structure,structures,
singular_to_plural,car,cars,
singular_to_plural,face,faces,
singular_to_plural,meeting,meetings,
singular_to_plural,fight,fights,
singular_to_plural,singer,singers,
singular_to_plural,commander,commanders,
singular_to_plural,coach,coaches,
singular_to_plural,enemy,enemies,
singular_to_plural,mission,missions,
singular_to_plural,camp,camps,
singular_to_plural,value,values,
singular_to_plural,offer,offers,
singular_to_plural,spring,springs,
singular_to_plural,genus,genera,
singular_to_plural,deck,decks,
singular_to_plural,lap,laps,
singular_to_plural,winner,winners,
singular_to_plural,journey,journeys,
singular_to_plural,cruiser,cruisers,
singular_to_plural,climate,climates,
singular_to_plural,submarine,submarines,
singular_to_plural,facility,facilities,
singular_to_plural,bus,buses,
singular_to_plural,wear,wears,
singular_to_plural,monument,monuments,
singular_to_plural,predecessor,predecessors,
singular_to_plural,typhoon,typhoons,
singular_to_plural,justice,justices,
singular_to_plural,loan,loans,
singular_to_plural,sculpture,sculptures,
singular_to_plural,guy,guys,
singular_to_plural,feud,feuds,
singular_to_plural,cup,cups,
singular_to_plural,relation,relations,
singular_to_plural,jet,jets,
singular_to_plural,roadway,roadways,
singular_to_plural,closure,closures,
singular_to_plural,paint,paints,
singular_to_plural,cemetery,cemeteries,
singular_to_plural,electron,electrons,
singular_to_plural,sum,sums,
singular_to_plural,variant,variants,
singular_to_plural,grid,grids,
singular_to_plural,supporter,supporters,
singular_to_plural,jaw,jaws,
singular_to_plural,photograph,photographs,
singular_to_plural,diary,diaries,
singular_to_plural,assignment,assignments,
singular_to_plural,duet,duets,
singular_to_plural,scorer,scorers,
singular_to_plural,configuration,configurations,
singular_to_plural,sentiment,sentiments,
singular_to_plural,statute,statutes,
singular_to_plural,interface,interfaces,
singular_to_plural,kit,kits,
singular_to_plural,mortar,mortars,
singular_to_plural,kilometre,kilometres,
singular_to_plural,triangle,triangles,
singular_to_plural,poster,posters,
singular_to_plural,insect,insects,
singular_to_plural,shed,sheds,
singular_to_plural,replica,replicas,
singular_to_plural,recreation,recreations,
