task,input,output
taxonomy_animal,"giraffe, shark, parrot, pasta, actor, truck, tiger","giraffe, parrot, shark, tiger"
taxonomy_animal,"belt, butterfly, horse, elephant, orange, bus","horse, elephant, butterfly"
taxonomy_animal,"panda, rabbit, white, snake, artist, spaceship, duck","duck, rabbit, snake, panda"
taxonomy_animal,"penguin, kiwi, spider, hippo, bread, nurse","penguin, hippo, spider"
taxonomy_animal,"gold, fly, glove, camel, chicken, blue, lizard","chicken, lizard, camel, fly"
taxonomy_animal,"frog, swimsuit, monkey, pink, penguin, zebra, belt","frog, monkey, penguin, zebra"
taxonomy_animal,"ambulance, monkey, panda, rabbit, jeans, shark","shark, panda, monkey, rabbit"
taxonomy_animal,"whale, red, horse, plane, hippo","horse, hippo, whale"
taxonomy_animal,"businessman, motorway, snail, jellyfish, shark","snail, shark, jellyfish"
taxonomy_animal,"penguin, purple, sheep, photographer, camel","penguin, camel, sheep"
taxonomy_animal,"ship, whale, elephant, hippo, goat, waiter","goat, whale, hippo, elephant"
taxonomy_animal,"tortoise, actor, horse, egg, swan, snail, ship","snail, horse, tortoise, swan"
taxonomy_animal,"cook, rabbit, zebra, snake, apple, dress, cat","rabbit, zebra, cat, snake"
taxonomy_animal,"car, snail, octopus, zebra, banana, lion","snail, lion, octopus, zebra"
taxonomy_animal,"tortoise, camel, pink, fly, elephant, hat","tortoise, elephant, camel, fly"
taxonomy_animal,"penguin, train, frog, whale, designer","penguin, whale, frog"
taxonomy_animal,"monkey, blue, camel, spaceship, fly, tiger, gray","fly, camel, tiger, monkey"
taxonomy_animal,"tortoise, lion, snake, ship, motorway, cat","tortoise, snake, lion, cat"
taxonomy_animal,"truck, sheep, goat, penguin, ship","goat, sheep, penguin"
taxonomy_animal,"tiger, penguin, pineapple, monkey, rabbit, teacher","penguin, monkey, rabbit, tiger"
taxonomy_animal,"giraffe, lion, gold, mouse, parrot, swimsuit","giraffe, parrot, lion, mouse"
taxonomy_animal,"bee, taxi, artist, goat, rabbit, pajamas","rabbit, goat, bee"
taxonomy_animal,"sheep, whale, swimsuit, bus, lion","sheep, lion, whale"
taxonomy_animal,"skirt, yoghurt, spider, fly, duck, octopus","octopus, duck, spider, fly"
taxonomy_animal,"dolphin, pear, spaceship, cat, plane, duck, tortoise","cat, dolphin, tortoise, duck"
taxonomy_animal,"engineer, shark, orange, octopus, giraffe","giraffe, shark, octopus"
taxonomy_animal,"mouse, elephant, helicopter, giraffe, lizard, bus","elephant, giraffe, mouse, lizard"
taxonomy_animal,"ship, tiger, chocolate, butterfly, hippo, tractor, donkey","tiger, butterfly, hippo, donkey"
taxonomy_animal,"fly, octopus, pancake, nurse, donkey","octopus, donkey, fly"
taxonomy_animal,"chicken, giraffe, snake, orange, actor","giraffe, snake, chicken"
taxonomy_animal,"jeans, skirt, tiger, mouse, swan","swan, tiger, mouse"
taxonomy_animal,"soup, fly, white, swan, snail, car","swan, fly, snail"
taxonomy_animal,"lizard, butterfly, ship, parrot, chicken, engineer","butterfly, chicken, parrot, lizard"
taxonomy_animal,"mouse, camel, apple, jellyfish, hat, soup, hippo","mouse, jellyfish, hippo, camel"
taxonomy_animal,"snail, sock, parrot, sheep, dress","sheep, snail, parrot"
taxonomy_animal,"truck, lion, car, parrot, frog","frog, lion, parrot"
taxonomy_animal,"parrot, sheep, potato, pea, belt, duck, swan","sheep, swan, duck, parrot"
taxonomy_animal,"watermelon, shark, hippo, swan, motorway, snake, cook","swan, hippo, shark, snake"
taxonomy_animal,"shark, chicken, rice, octopus, pink","chicken, octopus, shark"
taxonomy_animal,"butter, plane, monkey, duck, parrot","monkey, duck, parrot"
taxonomy_animal,"truck, zebra, tortoise, cat, dress, horse","horse, zebra, cat, tortoise"
taxonomy_animal,"car, belt, parrot, frog, gold, rabbit, fly","parrot, fly, frog, rabbit"
taxonomy_animal,"purple, jellyfish, shoe, sheep, businesswoman, bat, giraffe","jellyfish, giraffe, sheep, bat"
taxonomy_animal,"scarf, tortoise, journalist, giraffe, belt, jellyfish","giraffe, jellyfish, tortoise"
taxonomy_animal,"bee, cookie, truck, horse, cook, tiger","tiger, horse, bee"
taxonomy_animal,"tortoise, rabbit, teacher, businessman, elephant","tortoise, rabbit, elephant"
taxonomy_animal,"elephant, jacket, banana, gold, horse, octopus","horse, octopus, elephant"
taxonomy_animal,"lizard, frog, photographer, mouse, yellow, lion","lizard, mouse, lion, frog"
taxonomy_animal,"swimsuit, shark, pink, bat, frog","shark, bat, frog"
taxonomy_animal,"purple, snake, swan, rabbit, tortoise, gold","tortoise, snake, rabbit, swan"
taxonomy_animal,"rabbit, tractor, shark, plane, ship, butterfly","butterfly, rabbit, shark"
taxonomy_animal,"elephant, bus, mouse, bee, photographer, panda","bee, elephant, panda, mouse"
taxonomy_animal,"brown, gray, swan, snail, onion, camel","snail, swan, camel"
taxonomy_animal,"lizard, dolphin, engineer, shoe, lion","dolphin, lizard, lion"
taxonomy_animal,"pea, penguin, pink, horse, mouse","horse, mouse, penguin"
taxonomy_animal,"tortoise, jacket, elephant, potato, yoghurt, penguin","tortoise, penguin, elephant"
taxonomy_animal,"elephant, sheep, pink, rabbit, truck, octopus","rabbit, octopus, sheep, elephant"
taxonomy_animal,"businessman, purple, elephant, snail, panda","panda, snail, elephant"
taxonomy_animal,"monkey, cook, apple, fly, dolphin","dolphin, fly, monkey"
taxonomy_animal,"orange, elephant, green, camel, shark","elephant, shark, camel"
taxonomy_animal,"cook, yellow, purple, tortoise, snake, chicken","chicken, tortoise, snake"
taxonomy_animal,"cat, purple, pink, sheep, elephant, hippo, tractor","hippo, cat, sheep, elephant"
taxonomy_animal,"teacher, hippo, cat, elephant, snail, yellow","hippo, elephant, snail, cat"
taxonomy_animal,"chicken, purple, tortoise, snail, shoe","chicken, tortoise, snail"
taxonomy_animal,"bat, chicken, designer, soup, fly, horse","chicken, horse, bat, fly"
taxonomy_animal,"dolphin, bat, gray, snail, red","dolphin, bat, snail"
taxonomy_animal,"purple, carrot, zebra, monkey, parrot, truck","zebra, monkey, parrot"
taxonomy_animal,"salad, goat, teacher, sheep, penguin, hippo","hippo, penguin, sheep, goat"
taxonomy_animal,"lizard, motorway, artist, horse, designer, bat","lizard, bat, horse"
taxonomy_animal,"actor, tortoise, butterfly, snail, candy","snail, tortoise, butterfly"
taxonomy_animal,"zebra, chicken, elephant, mechanic, ambulance, jeans, horse","horse, chicken, elephant, zebra"
taxonomy_animal,"nurse, duck, artist, shark, whale","shark, whale, duck"
taxonomy_animal,"glove, rabbit, purple, snail, bus, donkey","rabbit, snail, donkey"
taxonomy_animal,"zebra, sock, frog, dentist, spider, butterfly, engineer","frog, spider, zebra, butterfly"
taxonomy_animal,"bat, hippo, lemon, goat, artist, monkey","bat, monkey, hippo, goat"
taxonomy_animal,"swan, photographer, chocolate, bee, sheep, plane","swan, sheep, bee"
taxonomy_animal,"bat, orange, lion, donkey, pajamas, horse, gray","lion, horse, bat, donkey"
taxonomy_animal,"spaceship, panda, goat, whale, pink","panda, goat, whale"
taxonomy_animal,"banana, rabbit, giraffe, red, swan, pear","swan, rabbit, giraffe"
taxonomy_animal,"ship, swan, parrot, monkey, butter, dentist, shark","parrot, shark, swan, monkey"
taxonomy_animal,"businessman, octopus, zebra, orange, elephant, scarf","octopus, zebra, elephant"
taxonomy_animal,"green, zebra, snail, trousers, swan","zebra, swan, snail"
taxonomy_animal,"ship, banana, octopus, brown, mouse, monkey","monkey, octopus, mouse"
taxonomy_animal,"lion, designer, swimsuit, mouse, tortoise, snake","tortoise, mouse, lion, snake"
taxonomy_animal,"sheep, shirt, penguin, waiter, burger, snake","sheep, penguin, snake"
taxonomy_animal,"bee, butterfly, horse, cookie, teacher, hippo","butterfly, horse, bee, hippo"
taxonomy_animal,"sweater, orange, swan, whale, giraffe","whale, giraffe, swan"
taxonomy_animal,"tortoise, butterfly, goat, engineer, shoe","tortoise, goat, butterfly"
taxonomy_animal,"doctor, giraffe, ambulance, donkey, horse, bus","giraffe, donkey, horse"
taxonomy_animal,"panda, red, monkey, goat, bread, rabbit, swimsuit","rabbit, monkey, panda, goat"
taxonomy_animal,"sweater, dentist, chicken, lion, octopus, swan","swan, lion, octopus, chicken"
taxonomy_animal,"shark, giraffe, sandwich, dolphin, sweater, donkey","shark, donkey, giraffe, dolphin"
taxonomy_animal,"spider, parrot, yoghurt, artist, monkey","monkey, parrot, spider"
taxonomy_animal,"sock, snail, giraffe, goat, mouse, teacher","goat, mouse, snail, giraffe"
taxonomy_animal,"shirt, goat, rabbit, chocolate, lizard","lizard, rabbit, goat"
taxonomy_animal,"giraffe, businesswoman, spaceship, tiger, whale, frog","tiger, frog, giraffe, whale"
taxonomy_animal,"jellyfish, waiter, trousers, goat, spider","spider, jellyfish, goat"
taxonomy_animal,"yellow, butterfly, octopus, parrot, spaceship, snake","snake, octopus, butterfly, parrot"
taxonomy_animal,"swan, lion, pancake, jellyfish, actor, parrot, doctor","swan, parrot, jellyfish, lion"
taxonomy_animal,"yellow, parrot, snake, cookie, whale","snake, whale, parrot"
taxonomy_animal,"monkey, duck, kiwi, bus, sheep, parrot, blue","monkey, duck, sheep, parrot"
taxonomy_animal,"horse, monkey, parrot, elephant, train, jacket","elephant, monkey, parrot, horse"
taxonomy_animal,"frog, camel, ambulance, sock, lion, designer, dolphin","dolphin, frog, lion, camel"
taxonomy_animal,"snail, bus, sweater, dolphin, camel, penguin, orange","camel, dolphin, snail, penguin"
taxonomy_animal,"gold, chicken, businesswoman, octopus, spider, tortoise","spider, octopus, tortoise, chicken"
taxonomy_animal,"vegetable, bread, penguin, egg, panda, zebra","zebra, panda, penguin"
taxonomy_animal,"panda, trousers, car, lemon, lion, snake, goat","panda, snake, goat, lion"
taxonomy_animal,"tiger, doctor, parrot, trousers, hippo","hippo, tiger, parrot"
taxonomy_animal,"taxi, mechanic, penguin, shark, octopus, fly","penguin, fly, shark, octopus"
taxonomy_animal,"snail, monkey, chicken, journalist, zebra, taxi","zebra, monkey, snail, chicken"
taxonomy_animal,"panda, tomato, jacket, mouse, butterfly, businesswoman","mouse, panda, butterfly"
taxonomy_animal,"snake, snail, dress, sheep, waiter","snail, snake, sheep"
taxonomy_animal,"dentist, hippo, vegetable, camel, frog","camel, frog, hippo"
taxonomy_animal,"penguin, zebra, yoghurt, sheep, cook, shark","zebra, shark, sheep, penguin"
taxonomy_animal,"purple, bat, mango, monkey, bean, dolphin, penguin","penguin, bat, monkey, dolphin"
taxonomy_animal,"plane, rabbit, bat, panda, hat, sandwich, frog","bat, rabbit, panda, frog"
taxonomy_animal,"tortoise, rabbit, teacher, tomato, frog","tortoise, frog, rabbit"
taxonomy_animal,"lizard, designer, whale, spider, pea","whale, lizard, spider"
taxonomy_animal,"panda, horse, jacket, snake, gray, rabbit, mechanic","rabbit, horse, panda, snake"
taxonomy_animal,"parrot, businesswoman, sock, engineer, snake, goat, snail","goat, snake, snail, parrot"
taxonomy_animal,"lion, snake, spider, tiger, purple, cookie, gray","lion, snake, spider, tiger"
taxonomy_animal,"teacher, jellyfish, snake, pineapple, elephant, green","elephant, jellyfish, snake"
taxonomy_animal,"octopus, teacher, designer, zebra, spider, snail","spider, snail, octopus, zebra"
taxonomy_animal,"zebra, doctor, octopus, sausage, mechanic, swan","octopus, zebra, swan"
taxonomy_animal,"soup, goat, frog, penguin, mechanic, jeans, elephant","goat, elephant, penguin, frog"
taxonomy_animal,"shark, jeans, parrot, donkey, sweater","shark, parrot, donkey"
taxonomy_animal,"orange, chocolate, giraffe, penguin, hippo, monkey, jacket","monkey, giraffe, hippo, penguin"
taxonomy_animal,"parrot, frog, olives, goat, milk, rabbit","goat, rabbit, parrot, frog"
taxonomy_animal,"shark, sheep, tiger, businessman, actor","shark, sheep, tiger"
taxonomy_animal,"train, frog, snail, camel, pancake, soup","snail, camel, frog"
taxonomy_animal,"ice cream, whale, waiter, bat, monkey, blue, duck","monkey, whale, bat, duck"
taxonomy_animal,"sheep, tiger, fly, jacket, monkey, orange","sheep, fly, monkey, tiger"
taxonomy_animal,"lizard, giraffe, purple, spider, snake, glove","giraffe, spider, lizard, snake"
taxonomy_animal,"pajamas, plane, dolphin, green, bee, cat, elephant","bee, cat, elephant, dolphin"
taxonomy_animal,"motorway, rabbit, yellow, dolphin, swan","rabbit, dolphin, swan"
taxonomy_animal,"white, rabbit, hippo, green, tortoise","hippo, rabbit, tortoise"
taxonomy_animal,"fly, vegetable, elephant, journalist, shark","fly, elephant, shark"
taxonomy_animal,"hippo, green, lion, panda, shoe","lion, hippo, panda"
taxonomy_animal,"monkey, shoe, fly, rabbit, sheep, ship","fly, sheep, monkey, rabbit"
taxonomy_animal,"giraffe, donkey, lizard, purple, pajamas, shark, blue","lizard, donkey, shark, giraffe"
taxonomy_animal,"fly, frog, ice cream, tractor, dolphin, ambulance, shark","shark, fly, dolphin, frog"
taxonomy_animal,"dolphin, jellyfish, carrot, motorway, cat","dolphin, jellyfish, cat"
taxonomy_animal,"fly, green, shark, camel, businessman, mouse","fly, mouse, camel, shark"
taxonomy_animal,"pink, rabbit, shirt, tortoise, goat, cat","tortoise, rabbit, cat, goat"
taxonomy_animal,"bee, potato, giraffe, zebra, motorway","giraffe, zebra, bee"
taxonomy_animal,"trousers, snail, chicken, spider, bread","snail, spider, chicken"
taxonomy_animal,"elephant, photographer, teacher, horse, rabbit, brown","elephant, rabbit, horse"
taxonomy_animal,"cat, lion, giraffe, car, purple, scarf","lion, cat, giraffe"
taxonomy_animal,"ship, butterfly, elephant, dolphin, orange","elephant, dolphin, butterfly"
taxonomy_animal,"fly, spider, cookie, carrot, panda","fly, spider, panda"
taxonomy_animal,"journalist, bee, swimsuit, spider, gray, cat","cat, bee, spider"
taxonomy_animal,"elephant, zebra, skirt, jellyfish, jacket, bat","bat, jellyfish, zebra, elephant"
taxonomy_animal,"rabbit, shirt, elephant, fly, car, lizard, dentist","elephant, fly, lizard, rabbit"
taxonomy_animal,"swan, apple, pink, butterfly, bat, jellyfish","butterfly, bat, jellyfish, swan"
taxonomy_animal,"bee, horse, lion, swan, shirt, ambulance, sausage","swan, horse, bee, lion"
taxonomy_animal,"orange, elephant, lion, butterfly, lizard, truck","lion, lizard, butterfly, elephant"
taxonomy_animal,"designer, gold, bee, green, penguin, lizard","bee, penguin, lizard"
taxonomy_animal,"mouse, gold, kiwi, panda, chicken, cat, bus","panda, chicken, mouse, cat"
taxonomy_animal,"mouse, soup, monkey, elephant, donkey, designer","monkey, elephant, donkey, mouse"
taxonomy_animal,"white, tortoise, sheep, dress, swan, engineer","swan, tortoise, sheep"
taxonomy_animal,"zebra, monkey, motorway, engineer, chicken","chicken, zebra, monkey"
taxonomy_animal,"shirt, bee, orange, duck, jellyfish, tortoise","duck, bee, tortoise, jellyfish"
taxonomy_animal,"brown, snail, sheep, plane, car, parrot","parrot, snail, sheep"
taxonomy_animal,"penguin, orange, fly, journalist, skirt, frog, sheep","penguin, sheep, fly, frog"
taxonomy_animal,"lizard, scarf, bee, jellyfish, panda, sandwich, pajamas","bee, jellyfish, panda, lizard"
taxonomy_animal,"pink, lion, fly, donkey, shoe, monkey","donkey, fly, monkey, lion"
taxonomy_animal,"tortoise, waiter, doctor, spider, cat, dolphin","cat, tortoise, dolphin, spider"
taxonomy_animal,"spaceship, hippo, penguin, train, dolphin, zebra, pink","zebra, penguin, hippo, dolphin"
taxonomy_animal,"olives, ship, donkey, bat, frog","bat, frog, donkey"
taxonomy_animal,"shark, teacher, hippo, butterfly, truck","hippo, butterfly, shark"
taxonomy_animal,"donkey, glove, ambulance, panda, sweater, duck","duck, donkey, panda"
taxonomy_animal,"engineer, monkey, doctor, penguin, egg, lizard, fly","penguin, monkey, lizard, fly"
taxonomy_animal,"onion, pajamas, lion, donkey, giraffe, octopus","giraffe, donkey, lion, octopus"
taxonomy_animal,"tiger, yoghurt, doctor, car, goat, hippo","goat, hippo, tiger"
taxonomy_animal,"jellyfish, carrot, whale, bee, businessman","bee, jellyfish, whale"
taxonomy_animal,"fly, purple, watermelon, cat, donkey, snail","snail, cat, fly, donkey"
taxonomy_animal,"hippo, egg, goat, sweater, businesswoman, sheep, bat","sheep, bat, goat, hippo"
taxonomy_animal,"bee, milk, dolphin, chicken, potato, camel","dolphin, camel, bee, chicken"
taxonomy_animal,"nurse, spider, businesswoman, tortoise, green, butterfly","spider, tortoise, butterfly"
taxonomy_animal,"actor, zebra, hat, egg, dolphin, octopus, rabbit","dolphin, octopus, rabbit, zebra"
taxonomy_animal,"trousers, swimsuit, duck, jellyfish, whale, snail, plane","whale, jellyfish, duck, snail"
taxonomy_animal,"lemon, dolphin, plane, fly, blue, cat","dolphin, cat, fly"
taxonomy_animal,"car, businesswoman, octopus, fly, butterfly, tortoise","octopus, butterfly, fly, tortoise"
taxonomy_animal,"whale, gold, penguin, dentist, jellyfish, actor","jellyfish, whale, penguin"
taxonomy_animal,"sweater, donkey, red, meatballs, mouse, jellyfish","jellyfish, mouse, donkey"
taxonomy_animal,"ambulance, snail, camel, horse, mango, onion","snail, camel, horse"
taxonomy_animal,"giraffe, gray, kiwi, octopus, waiter, chicken, panda","chicken, panda, octopus, giraffe"
taxonomy_animal,"tiger, jellyfish, pancake, penguin, ship, cat","jellyfish, penguin, cat, tiger"
taxonomy_animal,"nurse, snail, zebra, spider, banana, rabbit","rabbit, spider, snail, zebra"
taxonomy_animal,"snail, hat, fly, pink, chicken, shark","chicken, fly, snail, shark"
taxonomy_animal,"panda, octopus, shark, train, jeans, gold","shark, octopus, panda"
taxonomy_animal,"businesswoman, lion, bee, sock, whale, duck, photographer","bee, duck, lion, whale"
taxonomy_animal,"butterfly, jeans, frog, yellow, lion, hippo, mechanic","frog, hippo, lion, butterfly"
taxonomy_animal,"pea, giraffe, chicken, panda, truck","panda, chicken, giraffe"
taxonomy_animal,"snake, whale, lizard, actor, pea","snake, lizard, whale"
taxonomy_animal,"dress, camel, mechanic, goat, rabbit","rabbit, camel, goat"
taxonomy_animal,"businessman, swimsuit, frog, giraffe, cat, potato","cat, frog, giraffe"
taxonomy_animal,"actor, chicken, jeans, purple, shark, whale","shark, whale, chicken"
taxonomy_animal,"tractor, shark, octopus, jeans, skirt, dolphin","octopus, dolphin, shark"
taxonomy_animal,"zebra, snake, spider, chocolate, brown, belt","snake, spider, zebra"
taxonomy_animal,"tiger, orange, horse, shirt, spider, duck","tiger, horse, spider, duck"
taxonomy_animal,"tiger, duck, teacher, whale, truck, gold, zebra","zebra, tiger, whale, duck"
taxonomy_animal,"whale, trousers, helicopter, penguin, snake","penguin, snake, whale"
taxonomy_animal,"spider, giraffe, brown, vegetable, frog","giraffe, spider, frog"
taxonomy_animal,"frog, sock, lion, tiger, strawberry, penguin, pear","penguin, tiger, lion, frog"
taxonomy_animal,"designer, hippo, tortoise, donkey, green","tortoise, hippo, donkey"
taxonomy_animal,"milk, fly, tiger, snake, ship, gold","tiger, snake, fly"
taxonomy_animal,"parrot, swimsuit, ambulance, artist, hippo, sheep, horse","hippo, sheep, parrot, horse"
taxonomy_animal,"rabbit, bread, hippo, bee, burger, zebra, pajamas","zebra, hippo, rabbit, bee"
taxonomy_animal,"giraffe, elephant, lizard, train, dentist","lizard, elephant, giraffe"
taxonomy_animal,"elephant, shark, whale, jeans, bread","elephant, whale, shark"
taxonomy_animal,"snake, brown, chicken, swan, businessman, parrot","swan, snake, chicken, parrot"
taxonomy_animal,"bee, motorway, parrot, jellyfish, zebra, green, doctor","zebra, jellyfish, parrot, bee"
taxonomy_animal,"bee, frog, ice cream, scarf, hippo","hippo, bee, frog"
taxonomy_animal,"tractor, bus, onion, parrot, hippo, bat","parrot, bat, hippo"
taxonomy_animal,"orange, elephant, shark, sock, snake, green, monkey","elephant, snake, monkey, shark"
taxonomy_animal,"bee, potato, dress, chicken, banana, cat","bee, chicken, cat"
taxonomy_animal,"bee, giraffe, skirt, elephant, brown, donkey","giraffe, elephant, donkey, bee"
taxonomy_animal,"apple, sweater, octopus, cat, giraffe","cat, giraffe, octopus"
taxonomy_animal,"lizard, businesswoman, goat, orange, octopus","goat, octopus, lizard"
taxonomy_animal,"gold, motorway, trousers, rabbit, snail, mouse","rabbit, snail, mouse"
taxonomy_animal,"tortoise, brown, sheep, penguin, red, gray","sheep, penguin, tortoise"
taxonomy_animal,"purple, bee, jellyfish, artist, parrot, red","parrot, jellyfish, bee"
taxonomy_animal,"frog, teacher, octopus, mechanic, elephant","frog, octopus, elephant"
taxonomy_animal,"cookie, ship, cat, snake, pear, octopus, zebra","snake, cat, octopus, zebra"
taxonomy_animal,"taxi, parrot, engineer, mouse, helicopter, jellyfish","jellyfish, parrot, mouse"
taxonomy_animal,"mouse, elephant, octopus, pea, jeans, sandwich","mouse, octopus, elephant"
taxonomy_animal,"gold, shark, doctor, dolphin, rabbit, belt","shark, rabbit, dolphin"
taxonomy_animal,"giraffe, photographer, bat, octopus, train","octopus, giraffe, bat"
taxonomy_animal,"glove, whale, hippo, pineapple, snake, sheep, rice","snake, whale, hippo, sheep"
taxonomy_animal,"motorway, chicken, bee, designer, swan","swan, chicken, bee"
taxonomy_animal,"white, lion, gold, mouse, monkey, orange, sheep","sheep, lion, monkey, mouse"
taxonomy_animal,"tiger, car, donkey, swan, panda, strawberry, ambulance","tiger, panda, swan, donkey"
taxonomy_animal,"lizard, dress, fly, sausage, designer, duck, jellyfish","duck, fly, lizard, jellyfish"
taxonomy_animal,"jellyfish, lizard, purple, bee, nurse","jellyfish, lizard, bee"
taxonomy_animal,"mechanic, tiger, duck, goat, hippo, dentist, ship","goat, tiger, duck, hippo"
taxonomy_animal,"penguin, ambulance, nurse, camel, photographer, octopus","penguin, camel, octopus"
taxonomy_animal,"pancake, horse, spider, jacket, lion, camel","lion, horse, camel, spider"
taxonomy_animal,"shirt, monkey, pea, sheep, lion, gold, shark","shark, lion, sheep, monkey"
taxonomy_animal,"bat, rabbit, yellow, hippo, jellyfish, sweater","bat, rabbit, hippo, jellyfish"
taxonomy_animal,"penguin, tomato, orange, lion, camel","lion, penguin, camel"
taxonomy_animal,"lion, bus, blue, snake, shirt, dolphin, tiger","dolphin, lion, tiger, snake"
taxonomy_animal,"nurse, horse, bat, parrot, lion, teacher, watermelon","parrot, lion, bat, horse"
taxonomy_animal,"jellyfish, hippo, gold, panda, waiter, zebra","hippo, jellyfish, panda, zebra"
taxonomy_animal,"trousers, monkey, ambulance, camel, nurse, tortoise","camel, tortoise, monkey"
taxonomy_animal,"bat, hat, zebra, tortoise, motorway","zebra, bat, tortoise"
taxonomy_animal,"snake, businessman, hippo, actor, panda","panda, hippo, snake"
taxonomy_animal,"tortoise, businesswoman, hippo, nurse, fly","hippo, tortoise, fly"
taxonomy_animal,"ambulance, truck, chicken, jellyfish, penguin, hippo, dentist","hippo, penguin, chicken, jellyfish"
taxonomy_animal,"tractor, donkey, giraffe, swimsuit, duck","duck, giraffe, donkey"
taxonomy_animal,"bat, parrot, ice cream, pineapple, monkey, mango","parrot, monkey, bat"
taxonomy_animal,"journalist, truck, penguin, octopus, lizard, swan","octopus, lizard, swan, penguin"
taxonomy_animal,"belt, purple, camel, shark, swan, white","shark, swan, camel"
taxonomy_animal,"lizard, lemon, dentist, salad, panda, snail","snail, lizard, panda"
taxonomy_animal,"sock, giraffe, zebra, snake, white, skirt, swan","zebra, snake, giraffe, swan"
taxonomy_animal,"donkey, whale, doctor, chicken, egg, jeans, camel","chicken, camel, whale, donkey"
taxonomy_animal,"orange, penguin, shark, hippo, duck, skirt","hippo, shark, duck, penguin"
taxonomy_animal,"donkey, car, red, duck, sandwich, tiger, rabbit","duck, donkey, tiger, rabbit"
taxonomy_animal,"spaceship, taxi, lizard, bat, camel, car, fly","bat, camel, lizard, fly"
taxonomy_animal,"donkey, hat, goat, fly, jeans, spaceship","goat, fly, donkey"
taxonomy_animal,"tiger, horse, panda, cook, mechanic, octopus","horse, octopus, panda, tiger"
taxonomy_animal,"ship, white, brown, snake, giraffe, zebra","giraffe, snake, zebra"
taxonomy_animal,"camel, hippo, plane, horse, helicopter, glove","horse, camel, hippo"
taxonomy_animal,"penguin, car, octopus, goat, white","octopus, penguin, goat"
taxonomy_animal,"swimsuit, chicken, kiwi, goat, snake","snake, chicken, goat"
taxonomy_animal,"engineer, cook, fly, bee, blue, jellyfish","fly, jellyfish, bee"
taxonomy_animal,"octopus, spider, blue, scarf, frog","spider, frog, octopus"
taxonomy_animal,"shark, frog, shirt, rabbit, teacher, artist","rabbit, shark, frog"
taxonomy_animal,"shirt, train, giraffe, tortoise, parrot, shark, butter","giraffe, tortoise, shark, parrot"
taxonomy_animal,"horse, strawberry, swan, giraffe, gold, dress","swan, giraffe, horse"
taxonomy_animal,"penguin, cat, tortoise, orange, designer, horse","cat, penguin, tortoise, horse"
taxonomy_animal,"lizard, egg, parrot, duck, tortoise, brown","parrot, tortoise, duck, lizard"
taxonomy_animal,"panda, horse, white, gray, bat, tiger","tiger, panda, horse, bat"
taxonomy_animal,"pajamas, dress, bat, donkey, red, hippo","hippo, donkey, bat"
taxonomy_animal,"hippo, horse, egg, goat, yellow","goat, hippo, horse"
taxonomy_animal,"designer, sheep, hippo, duck, elephant, orange","hippo, duck, sheep, elephant"
taxonomy_animal,"purple, dolphin, tortoise, shark, motorway, spaceship","dolphin, shark, tortoise"
taxonomy_animal,"cookie, camel, butterfly, bee, dress","butterfly, camel, bee"
taxonomy_animal,"penguin, goat, ice cream, shirt, hippo, camel","penguin, hippo, camel, goat"
taxonomy_animal,"green, panda, butterfly, gold, jellyfish, hippo","jellyfish, butterfly, panda, hippo"
taxonomy_animal,"jellyfish, taxi, bee, giraffe, ambulance, vegetable","bee, jellyfish, giraffe"
taxonomy_animal,"parrot, bee, white, scarf, snake, tortoise","snake, bee, parrot, tortoise"
taxonomy_animal,"cat, sheep, hat, egg, gray, rabbit, chicken","cat, rabbit, chicken, sheep"
taxonomy_animal,"jacket, tortoise, red, pasta, penguin, camel, zebra","penguin, zebra, tortoise, camel"
taxonomy_animal,"snake, taxi, monkey, bat, helicopter","snake, bat, monkey"
taxonomy_animal,"parrot, motorway, camel, potato, horse, lion","horse, parrot, camel, lion"
taxonomy_animal,"fly, lizard, tortoise, burger, helicopter, chicken, gold","lizard, fly, tortoise, chicken"
taxonomy_animal,"butterfly, gray, cat, goat, engineer, giraffe, truck","giraffe, cat, butterfly, goat"
taxonomy_animal,"rice, bee, snail, artist, businessman, donkey, tortoise","snail, donkey, bee, tortoise"
taxonomy_animal,"cat, penguin, camel, white, journalist","camel, penguin, cat"
taxonomy_animal,"bus, horse, snail, lizard, potato, panda","lizard, snail, panda, horse"
taxonomy_animal,"butterfly, swan, gold, belt, helicopter, snake","swan, butterfly, snake"
taxonomy_animal,"bat, whale, goat, tractor, elephant, businessman","goat, whale, bat, elephant"
taxonomy_animal,"frog, octopus, motorway, whale, tiger, ambulance","tiger, frog, octopus, whale"
taxonomy_animal,"blue, goat, hippo, trousers, mouse","goat, hippo, mouse"
taxonomy_animal,"dolphin, elephant, tortoise, swimsuit, businessman, nurse, monkey","elephant, dolphin, tortoise, monkey"
taxonomy_animal,"snail, fly, purple, frog, pasta, sheep, brown","sheep, frog, snail, fly"
taxonomy_animal,"tiger, yellow, lion, milk, hippo","hippo, tiger, lion"
taxonomy_animal,"elephant, fly, swan, yoghurt, brown, zebra","fly, swan, elephant, zebra"
taxonomy_animal,"cat, lizard, pink, motorway, camel, bat","camel, lizard, cat, bat"
taxonomy_animal,"cat, chicken, truck, fly, lizard, ship","chicken, lizard, cat, fly"
taxonomy_animal,"tiger, rabbit, olives, frog, camel, train","frog, rabbit, tiger, camel"
taxonomy_animal,"fly, pear, mouse, motorway, lion","mouse, fly, lion"
